ISSN;PERIÓDICO;QUALIS;FI (JCR);H-index;Citações (2019-2022);Citações (média)
16784766;IHERINGIA. SÉRIE ZOOLOGIA (ONLINE);B2;0;0;0;0
22147624;IJC METABOLIC & ENDOCRINE;B2;0;0;0;0
19738145;IL MULINO;B2;0;0;0;0
22818138;IM@GO;B2;0;0;0;0
08820139;Immunological Investigations;B2;0.57;50;642;3
18088392;INCLUSÃO SOCIAL (IMPRESSO);B2;0;0;0;0
18088678;INCLUSÃO SOCIAL (ONLINE);B2;0;0;0;0
16473582;INDAGATIO DIDACTICA;B2;0;0;0;0
11321296;Index de Enfermeria;B2;0.2;11;34;0
03764699;Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry;B2;0.15;48;76;0
09725229;Indian Journal of Critical Care Medicine;B2;0.34;33;897;1
09709290;Indian Journal of Dental Research;B2;0.3;48;774;1
22308210;Indian Journal of Endocrinology and Metabolism;B2;0.42;33;603;2
00195359;INDIAN JOURNAL OF MEDICAL SCIENCES;B2;0;0;0;0
03014738;Indian Journal of Ophthalmology;B2;0.75;59;3263;1
00195456;Indian Journal of Pediatrics;B2;0.7;55;2000;2
09735674;INDIAN JOURNAL OF PHYSIOTHERAPY AND OCCUPATIONAL THERAPY;B2;0;0;0;0
09700358;Indian Journal of Plastic Surgery;B2;0.31;33;171;1
00195596;Indian Journal of Pure and Applied Physics;B2;0.23;42;259;1
09504222;Industry and Higher Education;B2;0.4;27;267;2
18715265;Infectious Disorders - Drug Targets;B2;0.32;55;312;1
23167300;INFORMAÇÃO ARQUIVISTICA;B2;0;0;0;0
03529045;Informacije MIDEM;B2;0.18;18;49;1
1516084X;INFORMÁTICA NA EDUCAÇÃO (IMPRESSO);B2;0;0;0;0
23011378;INFORMATIO;B2;0;0;0;0
07183291;Ingeniare;B2;0.19;13;94;0
16888626;INMEDIACIONES DE LA COMUNICACIÓN (ONLINE);B2;0;0;0;0
16145046;Innovations in Systems and Software Engineering;B2;0.38;27;75;1
23577797;INOVAE - JOURNAL OF ENGINEERING AND TECHNOLOGY INNOVATION;B2;0;0;0;0
1302177X;Insight Turkey;B2;0.14;21;59;0
24476811;INSTITUTO DE ENGENHARIA NUCLEAR: PROGRESS REPORT;B2;0;0;0;0
15166368;INSTRUMENTO (JUIZ DE FORA);B2;0;0;0;0
18071260;INTELLECTOR (CENEGRI. ONLINE);B2;0;0;0;0
1088467X;Intelligent Data Analysis;B2;0.36;48;304;1
14715031;INTENSITIES: THE JOURNAL OF CULT MEDIA;B2;0;0;0;0
23577975;INTERAÇÃO;B2;0;0;0;0
08730725;INTERACÇÕES (COIMBRA);B2;0;0;0;0
03781844;Interciencia;B2;0.17;38;138;0
18073980;INTERFACE TECNOLÓGICA (SÃO PAULO);B2;0;0;0;0
23163313;INTERFACES CIENTÍFICAS - SAÚDE E AMBIENTE;B2;0;0;0;0
19821662;INTER-LEGERE (UFRN);B2;0;0;0;0
14130963;INTERMEIO (UFMS);B2;0;0;0;0
16775538;International braz j urol : official journal of the Brazilian Society of Urology;B2;0.49;41;993;1
10275851;International Journal of Acoustics and Vibrations;B2;0.25;21;165;1
16878760;International Journal of Analytical Chemistry;B2;0.3;21;407;2
16878779;International Journal of Analytical Chemistry;B2;0.3;21;407;2
09734562;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;B2;0;0;0;0
13111728;International Journal of Applied Mathematics;B2;0.27;8;124;1
17344492;International Journal of Applied Mechanics and Engineering;B2;0.23;11;176;1
2231086X;INTERNATIONAL JOURNAL OF BIOCHEMISTRY RESEARCH & REVIEW;B2;0;0;0;0
18119719;INTERNATIONAL JOURNAL OF BOTANY (ONLINE);B2;0;0;0;0
17536227;International Journal of Business and Emerging Markets;B2;0.23;4;44;1
23529067;IJC Heart and Vasculature;B2;0.8;25;1014;2
19169698;INTERNATIONAL JOURNAL OF CHEMISTRY;B2;0;0;0;0
17936969;INTERNATIONAL JOURNAL OF COMPUTATIONAL METHODS;B2;0;0;0;0
2053082X;INTERNATIONAL JOURNAL OF DATA SCIENCE;B2;0;0;0;0
20473869;International Journal of Developmental Disabilities;B2;0.5;23;319;2
19983832;INTERNATIONAL JOURNAL OF DIABETES IN DEVELOPING COUNTRIES;B2;0;0;0;0
2456351X;INTERNATIONAL JOURNAL OF EARTH & ENVIRONMENTAL SCIENCES;B2;0;0;0;0
16879708;International Journal of Ecology;B2;0.49;23;64;3
2227524X;INTERNATIONAL JOURNAL OF ENGINEERING & TECHNOLOGY;B2;0;0;0;0
21924880;International Journal of Engineering Pedagogy;B2;0.43;10;305;2
09574352;International Journal of Environment and Pollution;B2;0.17;47;61;1
17356865;International Journal of Environmental Research;B2;0.53;42;703;3
22277072;International Journal of Financial Studies;B2;0.35;17;458;2
23145765;International Journal of Food Science;B2;0.56;24;536;4
01290541;International Journal of Foundations of Computer Science;B2;0.39;41;142;1
15538621;INTERNATIONAL JOURNAL OF FRUIT SCIENCE (ONLINE);B2;0;0;0;0
17582083;International Journal of Global Warming;B2;0.25;22;201;1
17582091;International Journal of Global Warming;B2;0.25;22;201;1
1744232X;International Journal of Heavy Vehicle Systems;B2;0.23;23;80;1
20900392;International Journal of Hypertension;B2;0.6;41;443;3
21984034;INTERNATIONAL JOURNAL OF IMPLANT DENTISTRY;B2;0;0;0;0
17567025;International Journal of Information and Decision Sciences;B2;0.18;15;84;1
17402875;International Journal of Learning and Change;B2;0.2;10;67;1
03064190;International Journal of Mechanical Engineering Education;B2;0.39;14;95;2
15219437;International Journal of Medicinal Mushrooms;B2;0.38;33;531;2
21076839;International Journal of Metrology and Quality Engineering;B2;0.17;14;43;1
17568307;INTERNATIONAL JOURNAL OF MICRO AIR VEHICLES;B2;0;0;0;0
17467268;International Journal of Mobile Learning and Organisation;B2;0.88;26;269;4
02179792;International Journal of Modern Physics B;B2;0.27;77;1893;1
02183013;International Journal of Modern Physics E;B2;0.32;53;323;1
22519645;International Journal of Molecular and Cellular Medicine;B2;0.4;15;211;2
22125531;International Journal of Mycobacteriology;B2;0.43;23;350;1
08943370;International Journal of Numerical Modelling: Electronic Networks, Devices and Fields;B2;0.33;31;585;2
13887890;International Journal of Odonatology;B2;0.25;23;66;1
07183801;INTERNATIONAL JOURNAL OF ODONTOSTOMATOLOGY (PRINT);B2;0;0;0;0
17457645;International Journal of Operational Research;B2;0.37;29;259;1
19966814;International Journal of Pavement Research and Technology;B2;0.72;31;765;3
18117775;INTERNATIONAL JOURNAL OF PHARMACOLOGY (PRINT);B2;0;0;0;0
20345275;INTERNATIONAL JOURNAL OF PROCEDURAL LAW;B2;0;0;0;0
02197499;International Journal of Quantum Information;B2;0.25;40;213;1
23868570;INTERNATIONAL JOURNAL OF SCIENTIFIC MANAGEMENT AND;B2;0;0;0;0
1756252X;INTERNATIONAL JOURNAL OF SOCIETY SYSTEMS SCIENCE;B2;0;0;0;0
00470767;International Journal of Sport Psychology;B2;0.24;50;18;1
20507399;INTERNATIONAL JOURNAL OF SUPPLY CHAIN MANAGEMENT;B2;0;0;0;0
22102612;International Journal of Surgery Case Reports;B2;0.2;23;1750;1
09601406;International Journal of Sustainable Development;B2;0.33;28;45;1
0195928X;International Journal of Thermophysics;B2;0.34;70;784;2
09747753;International Journal of Trichology;B2;0.47;25;258;1
14656620;International Journal of Water;B2;0.16;17;34;1
17440084;International Journal of Web Information Systems;B2;0.25;18;107;1
10689605;International Journal of Wireless Information Networks;B2;0.5;31;260;2
24557269;INTERNATIONAL JOURNAL OF ZOOLOGY STUDIES (ONLINE);B2;0;0;0;0
21824096;INTERNATIONAL JOURNAL ON WORKING CONDITIONS;B2;0;0;0;0
21829535;INTERNATIONAL JOURNAL ON WORKING CONDITIONS;B2;0;0;0;0
11396709;International Microbiology;B2;0.56;69;433;3
17617227;International Orthodontics;B2;0.3;14;244;1
19408455;INTERNATIONAL REVIEW OF QUALITATIVE RESEARCH;B2;0;0;0;0
00208817;INTERNATIONAL STUDIES (NEW DELHI);B2;0;0;0;0
10185909;INTERNATIONAL UNION RIGHTS;B2;0;0;0;0
18097286;INTERSABERES (FACINTER);B2;0;0;0;0
15176088;INTERSEÇÕES (UERJ);B2;0;0;0;0
19834012;INTUITIO (PORTO ALEGRE);B2;0;0;0;0
21745609;Investigaciones Turisticas;B2;0.2;4;42;1
23595140;IPSEITAS;B2;0;0;0;0
17358582;Iranian Journal of Kidney Diseases;B2;0.32;34;256;1
17358604;Iranian Journal of Kidney Diseases;B2;0.32;34;256;1
22516085;Iranian Journal of Public Health;B2;0.34;44;1341;1
14137895;IRRIGA;B2;0.2;16;85;0
09593020;Isokinetics and Exercise Science;B2;0.2;28;97;1
11201770;Italian Journal of Food Science;B2;0.22;35;310;1
16792009;ITINERARIUS REFLECTIONIS (UFG. IMPRESSO);B2;0;0;0;0
11328975;IUS FUGIT;B2;0;0;0;0
19818033;IUS GENTIUM (FACINTER);B2;0;0;0;0
24084751;IXTLI - REVISTA LATINOAMERICANA DE FILOSOFIA DE LA EDUCACIÓN;B2;0;0;0;0
16477251;Janus.net;B2;0.1;3;8;0
13446304;Japanese Journal of Infectious Diseases;B2;0.65;56;621;2
23793708;JCI insight;B2;3.64;68;14786;9
25252992;JORNAL DA ASSOCIAÇÃO BRASILEIRA DE CRÍTICA DE ARTE;B2;0;0;0;0
25751654;Journal for Peace and Nuclear Disarmament;B2;0.25;5;79;1
01815512;Journal Francais d'Ophtalmologie;B2;0.25;31;498;1
23248777;JOURNAL NANOMATERIALS & MOLECULAR NANOTECHNOLOGY;B2;0;0;0;0
10918531;Journal of AAPOS;B2;0.6;70;709;1
23473487;JOURNAL OF ADVANCES IN PHYSICS;B2;0;0;0;0
18125379;JOURNAL OF AGRONOMY (PRINT);B2;0;0;0;0
10619348;Journal of Analytical Chemistry;B2;0.26;35;684;1
12038407;JOURNAL OF AOTS. ADVANCED OXIDATION TECHNOLOGIES;B2;0;0;0;0
15450805;Journal of Applied Aquaculture;B2;0.35;31;122;1
23941103;JOURNAL OF APPLIED LIFE SCIENCES INTERNATIONAL;B2;0;0;0;0
18652085;Journal of Applied Mathematics and Computing;B2;0.51;38;724;2
10498850;Journal of Aquatic Food Product Technology;B2;0.37;35;571;2
21910286;Journal of Basic and Clinical Physiology and Pharmacology;B2;0.35;36;569;2
15730689;Journal of Biological Physics;B2;0.28;47;131;1
00920606;Journal of Biological Physics;B2;0.28;47;131;1
15577929;Journal of Bionanoscience;B2;0.17;25;169;1
21559821;JOURNAL OF BIOPROCESSING & BIOTECHNIQUES;B2;0;0;0;0
09731482;Journal of Cancer Research and Therapeutics;B2;0.36;43;1730;1
17498090;Journal of Cardiothoracic Surgery;B2;0.34;49;1129;2
22114122;Journal of Cardiovascular Echography;B2;0.22;10;105;1
15575969;Journal of Cellular Automata;B2;0.2;15;32;0
10741542;Journal of Chemical Crystallography;B2;0.17;35;66;1
22458921;Journal of China and International Relations;B2;0.13;2;8;0
00219665;Journal of Chromatographic Science;B2;0.29;58;554;2
02181266;Journal of Circuits, Systems and Computers;B2;0.3;33;1225;1
22108335;JOURNAL OF CLINICAL GERONTOLOGY AND GERIATRICS;B2;0;0;0;0
10761608;Journal of Clinical Rheumatology;B2;0.46;54;537;1
00912751;Journal of Clinical Ultrasound;B2;0.28;62;381;1
1868310X;Journal of Community Genetics;B2;0.64;30;380;2
19392346;Journal of Commutative Algebra;B2;0.58;15;42;0
15461955;Journal of Computational and Theoretical Nanoscience;B2;0.17;53;776;1
15398285;Journal of Consumer Health on the Internet;B2;0.18;15;68;1
15263711;Journal of Contemporary Dental Practice;B2;0.29;46;799;1
09732586;Journal of Creative Communications;B2;0.31;13;74;1
15427528;Journal of Crop Improvement;B2;0.39;42;259;2
22519041;Journal of Crop Protection;B2;0.28;7;106;1
15428052;Journal of Culinary Science and Technology;B2;0.26;22;180;2
24522325;Journal of Current Ophthalmology;B2;0.77;23;531;2
1680743X;JOURNAL OF DATA SCIENCE (PRINT);B2;0;0;0;0
15518949;Journal of Dentistry for Children;B2;0.23;41;74;1
21843120;JOURNAL OF DIGITAL MEDIA AND INTERACTION;B2;0;0;0;0
25150995;JOURNAL OF DRESS HISTORY;B2;0;0;0;0
20502974;Journal of Eating Disorders;B2;0.81;34;748;5
18915469;Journal of Electrical Bioimpedance;B2;0.44;17;109;2
23282223;JOURNAL OF ELECTRICAL ENGINEERING (IMPRESSO);B2;0;0;0;0
22969020;Journal of Elliptic and Parabolic Equations;B2;0.61;7;74;1
20359969;JOURNAL OF ENDOMETRIOSIS;B2;0;0;0;0
07498004;Journal of Entomological Science;B2;0.22;31;96;1
13403516;Journal of Equine Science;B2;0.28;18;54;1
10979751;Journal of Exercise Physiology Online;B2;0.15;28;35;0
11790695;JOURNAL OF EXPERIMENTAL NEUROSCIENCE;B2;0;0;0;0
10775315;Journal of Extension;B2;0.24;33;177;0
13368672;Journal of Food and Nutrition Research;B2;0.26;28;158;1
15414329;Journal of Food Science Education;B2;0.34;16;69;1
22124780;JOURNAL OF FORENSIC RADIOLOGY AND IMAGING;B2;0;0;0;0
02705060;Journal of Freshwater Ecology;B2;0.5;37;247;2
18725813;Journal of Fuel Chemistry and Technology;B2;0.22;41;575;1
19416628;Journal of Gastrointestinal Cancer;B2;0.36;49;714;2
0974777X;Journal of Global Infectious Diseases;B2;0.56;29;250;2
0022152X;Journal of Heterocyclic Chemistry;B2;0.33;62;2279;2
19885202;Journal of Human Sport and Exercise;B2;0.32;27;792;1
15321819;Journal of Immunoassay and Immunochemistry;B2;0.34;27;267;2
22308776;JOURNAL OF INFORMATION & SYSTEMS MANAGEMENT;B2;0;0;0;0
15307638;Journal of Integer Sequences;B2;0.53;26;111;1
16468872;Journal of Integrated Coastal Zone Management;B2;0.24;10;51;1
1309100X;Journal of International Dental and Medical Research;B2;0.21;14;457;1
22371265;JOURNAL OF LATIN AMERICAN COMMUNICATION RESEARCH;B2;0;0;0;0
23328533;JOURNAL OF LEARNING STYLES;B2;0;0;0;0
02195194;Journal of Mechanics in Medicine and Biology;B2;0.21;33;329;1
20569793;JOURNAL OF MEDIA CRITIQUES (ONLINE);B2;0;0;0;0
00222615;Journal of Medical Microbiology;B2;0.68;122;1806;3
14735644;JOURNAL OF MEDICAL MICROBIOLOGY;B2;0;0;0;0
17388872;Journal of Microbiology and Biotechnology;B2;0.57;69;2068;3
10177825;Journal of Microbiology and Biotechnology;B2;0.57;69;2068;3
0262821X;Journal of Micropalaeontology;B2;0.63;30;108;2
09767819;Journal of Mid-Life Health;B2;0.28;13;161;1
15672387;JOURNAL OF MOLECULAR HISTOLOGY (ONLINE);B2;0;0;0;0
15672379;Journal of Molecular Histology;B2;0.61;60;501;3
15423980;Journal of Multiple-Valued Logic and Soft Computing;B2;0.23;25;132;1
0047259X;Journal of Multivariate Analysis;B2;1.04;79;517;2
18635954;Journal of Namibian Studies;B2;0.12;3;11;0
01677063;Journal of Neurogenetics;B2;0.59;38;185;2
2193634X;Journal of Neurological Surgery, Part B: Skull Base;B2;0.46;45;621;1
14029251;Journal of Nonlinear Mathematical Physics;B2;0.39;39;114;1
00914916;Journal of Nuclear Medicine Technology;B2;0.27;42;197;1
01443615;Journal of Obstetrics and Gynaecology;B2;0.36;51;1102;1
23204737;Journal of Orofacial Sciences;B2;0.13;7;32;0
22780203;Journal of Orthodontic Science;B2;0.42;13;81;2
10774114;Journal of Pediatric Hematology/Oncology;B2;0.38;80;1036;1
13057707;Journal of Pediatric Infectious Diseases;B2;0.18;14;71;0
18171745;Journal of Pediatric Neurosciences;B2;0.24;21;188;1
01913913;Journal of Pediatric Ophthalmology and Strabismus;B2;0.42;48;267;1
01492136;JPT, Journal of Petroleum Technology;B2;0.24;36;9;1
17598885;Journal of Pharmaceutical Health Services Research;B2;0.25;16;153;1
09769234;Journal of Pharmaceutical Negative Results;B2;0.13;6;17;0
24482455;Journal of Physical Education (Maringa);B2;0.2;10;117;0
20069758;JOURNAL OF PLANT BREEDING AND CROP SCIENCE;B2;0;0;0;0
11254653;Journal of Plant Pathology;B2;0.35;52;684;1
2000656X;Journal of Plastic Surgery and Hand Surgery;B2;0.41;48;275;2
00360767;JOURNAL OF PUBLIC ADMINISTRATION;B2;0;0;0;0
17445035;JOURNAL OF QUANTITATIVE LINGUISTICS (ONLINE);B2;0;0;0;0
19430922;Journal of Radiology Case Reports;B2;0.2;19;127;1
00247758;Journal of reproductive medicine, The;B2;0.12;69;18;0
23952210;JOURNAL OF RESEARCH IN BUSINESS, ECONOMICS AND;B2;0;0;0;0
17449871;Journal of Research in Nursing;B2;0.43;35;359;1
19492006;Journal of Singularities;B2;0.39;10;42;0
23817771;JOURNAL OF SOCIAL SCIENCES AND HUMANITIES (ONLINE);B2;0;0;0;0
21831912;JOURNAL OF SPATIAL AND ORGANIZATIONAL DYNAMICS (ONLINE);B2;0;0;0;0
24687855;Journal of Stomatology, Oral and Maxillofacial Surgery;B2;0.51;21;633;2
00224766;Journal of Structural Chemistry;B2;0.18;32;553;1
21993831;Journal of Sustainable Metallurgy;B2;0.53;27;512;3
21993823;Journal of Sustainable Metallurgy;B2;0.53;27;512;3
07477171;Journal of Symbolic Computation;B2;0.53;61;211;1
23791551;JOURNAL OF TEXTILE SCIENCE AND TECHNOLOGY;B2;0;0;0;0
00469750;Journal of the Institute of Brewing;B2;0.48;55;361;2
03049914;Journal of the Korean Mathematical Society;B2;0.36;32;145;1
00240966;Journal of the Lepidopterists' Society;B2;0.26;21;57;1
1870249X;Journal of the Mexican Chemical Society;B2;0.16;24;90;1
03525139;Journal of the Serbian Chemical Society;B2;0.22;47;380;1
01440322;Journal of the Society of Leather Technologies and Chemists;B2;0.18;26;54;0
16879686;Journal of Tropical Medicine;B2;0.51;33;363;3
16879694;Journal of Tropical Medicine;B2;0.51;33;363;3
19713495;Journal of Ultrasound;B2;0.58;28;548;3
08987564;Journal of Veterinary Dentistry;B2;0.32;27;59;1
14702029;Journal of Visual Art Practice;B2;0.15;8;23;0
12136972;Journal of WSCG;B2;0.2;12;48;0
09751505;JOURNAL OF YOUNG PHARMACISTS;B2;0;0;0;0
09751483;JOURNAL OF YOUNG PHARMACISTS (PRINT);B2;0;0;0;0
20721439;Journal of Thoracic Disease;B2;0.58;70;8088;2
23785977;KANSAS AGRICULTURAL EXPERIMENT STATION RESEARCH REPORTS;B2;0;0;0;0
00755974;Kew Bulletin;B2;0.4;33;182;1
24680249;Kidney International Reports;B2;1.24;30;2623;3
19848900;KÍNESIS (MARÍLIA);B2;0;0;0;0
19543050;KLESIS;B2;0;0;0;0
03865991;Kodai Mathematical Journal;B2;0.24;23;37;0
19767277;KSII Transactions on Internet and Information Systems;B2;0.32;29;1134;1
10168419;KURSWECHSEL;B2;0;0;0;0
24102059;KUTAFIN UNIVERSITY LAW REVIEW (ONLINE);B2;0;0;0;0
20370431;LA FURIA UMANA;B2;0;0;0;0
15907031;LA SOCIETÀ DEGLI INDIVIDUI;B2;0;0;0;0
00075027;Laboratory Medicine;B2;0.32;31;267;1
14401770;Lakes and Reservoirs: Research and Management;B2;0.33;41;162;1
13205331;Lakes and Reservoirs: Research and Management;B2;0.33;41;162;1
21960739;Large-Scale Assessments in Education;B2;1.75;15;212;5
0718560X;Latin American Journal of Aquatic Research;B2;0.34;30;352;1
11249390;Infezioni in Medicina;B2;0.81;27;942;4
17642507;Temps des Medias;B2;0.17;7;10;0
1070485X;Leading Edge;B2;0.94;88;653;2
16762789;LEARNING AND NONLINEAR MODELS;B2;0;0;0;0
21757291;LEITURA FLUTUANTE;B2;0;0;0;0
18075193;LETRA MAGNA;B2;0;0;0;0
22816917;LETTERA MATEMATICA;B2;0;0;0;0
15935884;LETTERA MATEMATICA PRISTEM;B2;0;0;0;0
11251743;LETTERATURE D'AMERICA;B2;0;0;0;0
15701808;Letters in Drug Design and Discovery;B2;0.21;35;475;1
1539607X;Limnology and Oceanography Bulletin;B2;0.56;11;89;1
22371184;LITERATURA E SOCIEDADE;B2;0;0;0;0
15170136;LITTERA (UFMA);B2;0;0;0;0
09702113;Lung India;B2;0.36;29;395;1
15489957;Luso-Brazilian Review;B2;0.1;6;3;0
12570273;LUSOTOPIE (PARIS);B2;0;0;0;0
10221360;Macromolecular Symposia;B2;0.25;79;492;1
15213900;Macromolecular Symposia;B2;0.25;79;492;1
01203045;MAGUARE (UNIVERSIDAD NACIONAL DE COLOMBIA);B2;0;0;0;0
00250538;MAIA-Rivista di Letterature Classiche;B2;0.1;4;7;0
24168742;MARGES, REVUE D'ART CONTEMPORAIN;B2;0;0;0;0
17552672;Marine Biodiversity Records;B2;0.63;20;122;2
10183337;Marine Ornithology;B2;0.37;33;101;1
17417597;Proceedings of the Institution of Civil Engineers: Maritime Engineering;B2;0.67;24;156;4
22276718;MARKETING AND MANAGEMENT OF INNOVATIONS;B2;0;0;0;0
10242953;Markov Processes and Related Fields;B2;0.13;9;4;0
23189657;MARX E O MARXISMO;B2;0;0;0;0
16660536;Mastozoologia Neotropical;B2;0.36;18;146;1
03279383;Mastozoologia Neotropical;B2;0.36;18;146;1
0025567X;MATEMATICHESKIE ZAMETKI;B2;0;0;0;0
21653992;Materials Performance and Characterization;B2;0.26;14;301;1
23791365;MATERIALS PERFORMANCE AND CHARACTERIZATION;B2;0;0;0;0
13921320;Medziagotyra;B2;0.19;26;179;1
2153117X;MATERIALS SCIENCES AND APPLICATIONS (PRINT);B2;0;0;0;0
15445879;MATHEMATICAL ANTHROPOLOGY AND CULTURAL THEORY;B2;0;0;0;0
15471063;Mathematical Biosciences and Engineering;B2;0.51;49;2282;2
13314343;Mathematical Inequalities and Applications;B2;0.69;44;330;1
14322994;Mathematical Methods of Operations Research;B2;0.57;49;163;1
03784754;Mathematics and Computers in Simulation;B2;0.64;80;2057;3
00256153;Maydica;B2;0.3;37;80;1
16366522;Medecine Palliative;B2;0.19;11;24;0
16455681;Media and Jornalismo;B2;0.12;3;21;0
14741938;MEDIA@LSE WORKING PAPER SERIES;B2;0;0;0;0
21799571;MEDIAÇÃO;B2;0;0;0;0
19890494;MEDIACIONES SOCIALES;B2;0;0;0;0
14140543;MEDIAÇÕES - REVISTA DE CIÊNCIAS SOCIAIS;B2;0;0;0;0
21766665;MEDIAÇÕES - REVISTA DE CIÊNCIAS SOCIAIS;B2;0;0;0;0
19336586;Medical Acupuncture;B2;0.23;17;167;1
22117539;Medical Mycology Case Reports;B2;0.32;18;285;1
00766046;Medicina;B2;0.11;11;17;0
00257818;Medicina del Lavoro;B2;0.37;27;253;2
00257826;Medicina dello Sport;B2;0.18;15;108;1
18094678;Medicina Veterinaria (Brazil);B2;0.12;5;23;0
10259473;MEDIEN JOURNAL - ZEITSCHRIFT FÜR KOMMUNIKATIONSKULTUR;B2;0;0;0;0
20283997;MEDITERRANEAN JOURNAL OF CHEMISTRY;B2;0;0;0;0
21936218;Medizinische Klinik - Intensivmedizin und Notfallmedizin;B2;0.24;16;350;1
16794427;MENTAL (BARBACENA. IMPRESSO);B2;0;0;0;0
2525832X;METAMORFOSE ARTE, CIÊNCIA E TECNOLOGIA;B2;0;0;0;0
11387262;Metas de Enfermeria;B2;0.12;2;8;0
13875841;Methodology and Computing in Applied Probability;B2;0.42;31;226;1
10478485;METROPOLITAN UNIVERSITIES JOURNAL;B2;0;0;0;0
20575858;Microbial genomics;B2;1.57;37;1698;5
03855600;Microbiology and Immunology;B2;0.56;74;529;2
00264075;Military Medicine;B2;0.4;70;1741;1
24454079;MINDFULNESS & COMPASSION;B2;0;0;0;0
00264725;MINERVA CARDIOANGIOLOGICA (TESTO STAMPATO);B2;0;0;0;0
00264733;Minerva Chirurgica;B2;0.23;26;175;1
03911977;Minerva Endocrinologica;B2;0.39;37;314;2
21991413;Minimax Theory and its Applications;B2;0.44;8;52;1
20842937;MISCELLANEA ANTHROPOLOGICA ET SOCIOLOGICA;B2;0;0;0;0
15180263;MISSIONEIRA (SANTO ÂNGELO);B2;0;0;0;0
24470244;MISSÕES: REVISTA DE CIÊNCIAS HUMANAS E SOCIAIS;B2;0;0;0;0
19806590;MNEMOCINE;B2;0;0;0;0
02179849;Modern Physics Letters B;B2;0.34;47;2719;2
08908508;Molecular and Cellular Probes;B2;0.52;71;838;3
20499450;Molecular and Clinical Oncology;B2;0.39;11;611;2
16618769;Molecular Syndromology;B2;0.37;39;199;2
13235818;Molluscan Research;B2;0.25;27;89;1
23163100;MOMENTO - DIÁLOGOS EM EDUCAÇÃO;B2;0;0;0;0
12860115;Morphologie;B2;0.24;20;144;1
21787719;MOSAICO REVISTA MULTIDISCIPLINAR DE HUMANIDADES;B2;0;0;0;0
1646107X;Motricidade;B2;0.18;13;94;0
19817207;MOUSEION (UNILASALLE);B2;0;0;0;0
21185743;Movement and Sports Sciences - Science et Motricite;B2;0.24;13;54;1
19844298;MOVIMENTA;B2;0;0;0;0
23593296;MOVIMENTO - REVISTA DE EDUCAÇÃO;B2;0;0;0;0
19828918;Movimento;B2;0.25;16;129;0
22376658;MÚLTIPLOS OLHARES EM CIÊNCIA DA INFORMAÇÃO;B2;0;0;0;0
21752052;MUNDORAMA;B2;0;0;0;0
01220268;Revista MVZ Cordoba;B2;0.17;13;79;1
19964196;Chemistry and Chemical Technology;B2;0.3;16;222;1
13403443;Journal of Natural Medicines;B2;0.59;50;953;3
08908575;Natural Resource Modelling;B2;0.34;33;172;1
1648939X;NATURAL SCIENCE EDUCATION;B2;0;0;0;0
23182881;NATURE AND CONSERVATION;B2;0;0;0;0
19814526;Nau Literaria;B2;0.1;1;1;0
15269906;NeoReviews;B2;0.49;19;299;1
16735374;Neural Regeneration Research;B2;0.84;50;4380;4
24519944;Neurobiology of Sleep and Circadian Rhythms;B2;0.94;13;133;3
23767839;Neurology: Genetics;B2;1.1;29;729;3
00283886;Neurology India;B2;0.32;51;1066;1
20358377;Neurology International;B2;0.28;19;85;1
09419500;Neurology Psychiatry and Brain Research;B2;0.42;19;276;2
01658107;Neuro-Ophthalmology;B2;0.28;23;184;1
20759479;NEUROPSICOLOGIA LATINOAMERICANA;B2;0;0;0;0
09594965;NeuroReport;B2;0.5;192;1280;2
13841076;New Astronomy;B2;0.36;70;391;2
02883635;New Generation Computing;B2;0.32;28;77;1
20522975;New Microbes and New Infections;B2;0.74;33;1470;3
2311553X;Non-coding RNA;B2;1.7;27;972;7
23181966;NORUS - NOVOS RUMOS SOCIOLÓGICOS;B2;0;0;0;0
03031829;NOTAS DE POBLACIÓN (IMPRESA);B2;0;0;0;0
23181346;NOVA REVISTA AMAZÔNICA;B2;0;0;0;0
10553177;Novon;B2;0.34;25;60;1
20567936;npj Science of Learning;B2;1.44;18;355;6
14466368;Nutrition and Dietetics;B2;0.57;33;548;2
00311057;O Papel (Brazil);B2;0.1;12;4;0
16465954;Observatorio;B2;0.21;12;75;1
16968352;OBSERVATORIO DE LA ECONOMÍA LATINOAMERICANA;B2;0;0;0;0
19844891;OBSERVATORIUM;B2;0;0;0;0
2408445X;ODISEA. REVISTA DE ESTUDIOS MIGRATORIOS;B2;0;0;0;0
03750183;Odonatologica;B2;0.23;24;32;1
19882483;OÍDLES (MÁLAGA);B2;0;0;0;0
22368493;OIKOS: FAMÍLIA E SOCIEDADE EM DEBATE;B2;0;0;0;0
19724527;OLTREOCEANO (TESTO STAMPATO);B2;0;0;0;0
23179465;OPARÁ;B2;0;0;0;0
10121587;OPCIÓN (MARACAIBO);B2;0;0;0;0
1179156X;Open Access Rheumatology: Research and Reviews;B2;0.65;18;261;3
21608709;OPEN JOURNAL OF STOMATOLOGY;B2;0;0;0;0
23915455;Open Mathematics;B2;0.32;28;414;1
25438875;Open Philosophy;B2;0.28;5;62;0
10486666;Operative Techniques in Orthopaedics;B2;0.16;30;31;0
13406000;Optical Review;B2;0.36;43;322;1
