,titulo,resumo,resumo_traduzido,revista,data,qualis,H-index,doi,pro,contra,indefinido,resultados
203,Hydroxychloroquine has no effect on SARS-CoV-2 load in nasopharynx of patients with mild form of COVID-19,"Because of the constantly growing numbers of COVID-19 infections and deaths, attempts were undertaken to find drugs with anti-SARS-CoV-2 activity among ones already approved for other pathologies. In the framework of such attempts, in a number of in vitro, as well as in vivo, models it was shown that hydroxychloroquine (HCQ) has an effect against SARS-CoV-2. While there were not enough clinical data to support the use of HCQ, several countries including Russia have included HCQ in treatment protocols for infected patients and for prophylaxis. In the current non-randomized, observational study we evaluated the SARS-CoV-2 RNA in nasopharynx swabs from infected patients 7-10 days post symptoms with clinically mild disease and compared the viral RNA load dynamics between patients receiving HCQ (200 mg twice per day according to the Ministry of Health of Russian Federation treatment instructions, n = 33) and a control group without antiviral pharmacological therapy (n = 12). We found a statistically significant relationship between maximal RNA quantity and deterioration of patients' medical conditions, and as well we confirmed arterial hypertension to be a risk factor for people with COVID-19. However, we showed that at the dose used in the study HCQ therapy neither shortened the viral shedding period nor reduced the virus RNA load.",-,-,_,-,_,10.1101/2020.06.30.20143289,['hydroxychloroquine'],,,-
204,,,,,,,,,,,,
205,,,,,,,,,,,,
206,,,,,,,,,,,,
207,First Clinical Use of Lenzilumab to Neutralize GM-CSF in Patients with Severe COVID-19 Pneumonia,"In high-risk COVID-19 patients with severe pneumonia, GM-CSF neutralization with lenzilumab was safe and associated with improved clinical outcomes, oxygen requirement, and cytokine storm.",-,-,_,-,_,10.1101/2020.06.08.20125369,,,['oxygen'],-
208,,,,,,,,,,,,
209,,,,,,,,,,,,
210,,,,,,,,,,,,
211,,,,,,,,,,,,
212,The Association Between the Rate of Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers Use and the Number of Covid-19 Confirmed Cases and Deaths in the United States: Geospatial Study,"Our results highlight the safety of ACEI use for patients with clinical indications for ACEI use. However, an increase in ARB use by 1% was associated with a 0.12 % increase in Covid-19 confirmed cases. The use of ARB, due to known ACE2 upregulation, may facilitate SARS-CoV-2 entry into target cells and increase infectivity. Cluster-randomized controlled trial is warranted to answer the question of whether the replacement of ARB by ACEI may reduce the Covid-19 confirmed case rate.",-,-,_,-,_,10.1101/2020.05.31.20118802,,,,-
213,Renin-angiotensin system blockers and susceptibility to COVID-19: a multinational open science cohort study,There is no clinically significant increased risk of COVID-19 diagnosis or hospitalization with ACE or ARB use. Users should not discontinue or change their treatment to avoid COVID-19.,-,-,_,-,_,http://medrxiv.org/content/early/2020/06/12/2020.06.11.20125849.abstract,,,,-
214,,,,,,,,,,,,
215,,,,,,,,,,,,
216,,,,,,,,,,,,
217,,,,,,,,,,,,
218,,,,,,,,,,,,
219,,,,,,,,,,,,
220,Effectiveness and safety of glucocorticoids to treat COVID-19: a rapid review and meta-analysis,"Glucocorticoid therapy was found to reduce the duration of fever, but not mortality, duration of hospitalization or lung inflammation absorption. Long-term use of high-dose glucocorticoids increased the risk of adverse reactions such as coinfections, so routine use of systemic glucocorticoids for patients with COVID-19 cannot be recommend.",-,-,_,-,_,http://atm.amegroups.com/article/view/43126/html,,,,-
221,,,,,,,,,,,,
222,Outcomes in Patients with Severe COVID-19 Disease Treated with Tocilizumab – A Case- Controlled Study.,"A high basal level of autophagic flux in bladder cancer (BC) cells prevents cell death and weakens chemotherapy efficacy. However, how autophagy influences cancer-associated immunosuppression in BC remains undetermined. In this study, we observed a negative correlation between the autophagy-related markers LC3-II and programmed death ligand-1 (PD-L1) in BC cells. The autophagy inhibitors chloroquine (CQ) and bafilomycin A1 (Baf-A1) increased PD-L1 expression in BC cells through the ERK-JNK-c-Jun signal-transduction pathway. Moreover, the treatment of BC cells with CQ and Baf-A1 inhibited hsa-microRNA-34a (miR-34a) expression and miR-34a overexpression in BC cells prevented the autophagy blockade-induced PD-L1 expression; a negative correlation between miR-34a and PD-L1 expression was observed during treatment with autophagy inhibitors. Furthermore, miR-34a overexpression induced the cytotoxic activity of natural killer cells against BC cells. Our results provide evidence that autophagy blockade and its regulatory pathway affect cancer-associated immunosuppression through PD-L1 elevation. Thus, the coadministration of autophagy inhibitors and a PD-L1 immune checkpoint blockade provides a potential therapeutic approach for treating BC.",-,-,_,-,_,10.1093/qjmed/hcaa206,,['tocilizumab'],['chloroquine'],-
223,,,,,,,,,,,,
224,Clozapine treatment and risk of COVID-19.,"The antipsychotic clozapine is known to have immune-modulating effects. Clozapine treatment has been reported to be associated with increased risk of COVID-19 infection. However, it remains unclear whether this is because of increased testing of this patient group, who are closely monitored. We linked anonymised health records from mental health services in Cambridgeshire (UK), for patients taking antipsychotic medication, with data from the local COVID-19 testing hub. Patients receiving clozapine were more likely to be tested for COVID-19, but not to test positive. Increased testing in patients receiving clozapine suggests prudent judgement by clinicians, considering the overall health vulnerabilities of this group.",-,-,_,-,_,http://medrxiv.org/content/early/2020/06/20/2020.06.17.20133595.abstract,,['clozapine'],,-
225,,,,,,,,,,,,
226,,,,,,,,,,,,
227,,,,,,,,,,,,
228,,,,,,,,,,,,
229,,,,,,,,,,,,
230,,,,,,,,,,,,
231,Hydroxychloroquine-Induced Stevens-Johnson Syndrome in COVID-19: A rare Case Report.,"The international outbreak of respiratory illness termed coronavirus disease 2019 (COVID-19) began in December 2019 that has affected >0.8 million individuals. Self-limiting respiratory tract involvement, severe pneumonia, multiorgan failure and death are the spectrum of COVID-19. To date, there are no especial therapeutic agents for COVID-19 infections. One such medication includes the antimalarial hydroxychloroquine (HCQ), which recently reported as a possible therapy for shortening the duration of COVID-19 symptoms, reducing inflammatory reactions to infection, impairing the exacerbation of pneumonia and boosting lung imaging findings. Like all medications, HCQ has side effects and may occur in COVID-19 patients. Here, we report on the case of a 42-year-old woman, presented with fever and dry cough, who had COVID-19 and 2 days later presented with a pruritic erythematous maculopapular rash, which started from the distal of upper extremities and rapidly, involved the entire body.",-,-,_,-,_,https://www.researchsquare.com/article/rs-26196/v1,['hydroxychloroquine'],,,-
232,,,,,,,,,,,,
233,,,,,,,,,,,,
234,,,,,,,,,,,,
235,,,,,,,,,,,,
236,,,,,,,,,,,,
237,Adverse outcomes and mortality in users of non-steroidal anti-inflammatory drugs tested positive for SARS-CoV-2: a danish nationwide cohort study.,The European Union electronic Register of Post-Authorisation Studies EUPAS34734.,-,-,_,-,_,10.1101/2020.06.08.20115683,,,,-
238,Tocilizumab as a Therapeutic Agent for Critically Ill Patients Infected with SARS-CoV-2.,"Tocilizumab is an IL-6 receptor antagonist with the ability to suppress the cytokine storm in critically ill patients infected with severe acute respiratory syndrome-coronavirus 2 (SARS-CoV-2). We evaluated patients treated with tocilizumab for a SARS-CoV-2 infection who were admitted between March 13, 2020, and April 16, 2020. This was a multicenter study with data collected by chart review both retrospectively and concurrently. Parameters evaluated included age, sex, race, use of mechanical ventilation (MV), usage of steroids and vasopressors, inflammatory markers, and comorbidities. Early dosing was defined as a tocilizumab dose administered prior to or within 1 day of intubation. Late dosing was defined as a dose administered > 1 day after intubation. In the absence of MV, the timing of the dose was related to the patient's date of admission only. We evaluated 145 patients. The average age was 58.1 years, 64% were men, 68.3% had comorbidities, and 60% received steroid therapy. Disposition of patients was 48.3% discharged and 29.3% died, of which 43.9% were African American. MV was required in 55.9%, of which 34.5% died. Avoidance of MV (P = 0.002) and increased survival (P < 0.001) was statistically associated with early dosing. Tocilizumab therapy was effective at decreasing mortality and should be instituted early in the management of critically ill patients with coronavirus disease 2019) COVID-19).",-,-,_,-,_,http://medrxiv.org/content/early/2020/06/08/2020.06.05.20122622.abstract,,['tocilizumab'],,-
239,,,,,,,,,,,,
240,,,,,,,,,,,,
241,Assessment of Hydroxychloroquine and Chloroquine Safety Profiles – A Systematic Review and Meta-Analysis.,The meta-analysis was registered on OSF (https://osf.io/jm3d9).,-,-,_,-,_,10.1101/2020.05.02.20088872,"['hydroxychloroquine', 'chloroquine']",,,-
242,,,,,,,,,,,,
243,,,,,,,,,,,,
244,,,,,,,,,,,,
245,,,,,,,,,,,,
246,,,,,,,,,,,,
247,,,,,,,,,,,,
248,,,,,,,,,,,,
249,,,,,,,,,,,,
250,,,,,,,,,,,,
251,,,,,,,,,,,,
252,,,,,,,,,,,,
253,,,,,,,,,,,,
254,,,,,,,,,,,,
255,,,,,,,,,,,,
256,,,,,,,,,,,,
257,"Comorbidities, clinical signs and symptoms, laboratory findings, imaging features, treatment strategies, and outcomes in adult and pediatric patients with COVID-19: A systematic review and meta-analysis",Our meta-analyses revealed important risk factors that are associated with severity and mortality of COVID-19.,-,-,_,-,_,10.1101/2020.05.20.20103804,,,,-
258,,,,,,,,,,,,
259,ChAdOx1 nCoV-19 vaccination prevents SARS-CoV-2 pneumonia in rhesus macaques,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in December 2019,-,-,_,-,_,http://biorxiv.org/content/early/2020/05/13/2020.05.13.093195,,,,-
260,,,,,,,,,,,,
261,Nebulized in-line endotracheal dornase alfa and albuterol administered to mechanically 2 ventilated COVID-19 patients: A case series,"Results suggest that dornase alfa will be well-tolerated by patients with severe COVID-19. Clinical trials are required to formally test the dosing, safety, and efficacy of dornase alfa in COVID-19, and several have been recently registered.",-,-,_,-,_,10.1101/2020.05.13.20087734,,['albuterol'],,-
262,,,,,,,,,,,,
263,,,,,,,,,,,,
264,,,,,,,,,,,,
265,,,,,,,,,,,,
266,Hydroxychloroquine in COVID-19: A systematic review and meta-analysis,Hydroxychloroquine was not efficacious as early treatment for COVID-19 infections in RCTs with low to very low quality of evidence for all outcomes. More RCTs are needed to elucidate the efficacy of hydroxychloroquine as early treatment intervention.,-,-,_,-,_,10.1101/2020.05.14.20101774,,['hydroxychloroquine'],,-
267,,,,,,,,,,,,
268,"Early Safety Indicators of COVID-19 Convalescent Plasma in 5,000 Patients","Given the deadly nature of COVID-19 and the large population of critically-ill patients included in these analyses, the mortality rate does not appear excessive. These early indicators suggest that transfusion of convalescent plasma is safe in hospitalized patients with COVID-19.",-,-,_,-,_,10.1101/2020.05.12.20099879,,,,-
269,,,,,,,,,,,,
270,Systematic Review and Meta-analysis of the Effectiveness and Safety of Hydroxychloroquine in COVID-19,PROSPERO CRD42020177818.,-,-,_,-,_,http://medrxiv.org/content/early/2020/05/12/2020.05.07.20093831.abstract,['hydroxychloroquine'],,,-
271,,,,,,,,,,,,
272,,,,,,,,,,,,
273,A comparison study of SARS-CoV-2 IgG antibody between male and female COVID-19 patients: a possible reason underlying different outcome between gender,"The emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in China at the end of 2019 has spread throughout the world and caused many thousands of deaths. The previous study reported a higher severe status rate and mortality rate in male patients in China. However, the reason underlying this difference has not been reported. The convalescent plasma containing a high level of SARS-CoV-2 immunoglobulin G (IgG) antibody has been used in clinical therapy and achieved good effects in China. In this study, to compare the differences of the SARS-CoV-2 IgG antibody between male and female patients, a total number of 331 patients confirmed SARS-CoV-2 infection were enrolled. The serum of these patients was collected during hospitalization and detected for the SARS-CoV-2 IgG antibody. Our data showed that the concentration of IgG antibody in mild, general, and recovering patients showed no difference between male and female patients. In severe status, compared with male patients, there were more female patients having a relatively high concentration of serum SARS-CoV-2 IgG antibody. In addition, the generation of IgG antibody in female patients was stronger than male patients in disease early phase. Our study identified a discrepancy in the SARS-CoV-2 IgG antibody level in male and female patients, which may be a potential cause leading to a different outcome of Coronavirus Disease 2019 between sex.",-,-,_,-,_,10.1101/2020.03.26.20040709v1,,,,-
274,,,,,,,,,,,,
275,,,,,,,,,,,,
276,,,,,,,,,,,,
